ID,Name,Cases,Cases_Percentage,Cases_Percentage_mapped,testing,population,pop_density,pop_density_corrected,ethnicity_Latin_American,ethnicity_South_Asian,ethnicity_Chinese,ethnicity_Black,ethnicity_Filipino,ethnicity_Arab,ethnicity_Southeast_Asian,ethnicity_West_Asian,ethnicity_Korean,ethnicity_Japanese,ethnicity_Not_visible_minority,ethnicity_visible_minority_percentage,ethnicity_visible_minority_percentage_mapped,ethnicity_not_visible_minority_percentage,Median_Household_income,Median_Household_income_corrected,Median_Household_income_corrected_inverted,Poverty_percentage,Poverty_percentage_mapped,Edu_No_Education,Edu_Secondary_school_diploma,Edu_College,Edu_University,Edu_highschool_or_below_percentage,Edu_highschool_or_below_percentage_mapped,house_Single-detached_houses,house_Apartments_greater_than_5_story,house_Semi-detached_house,house_Row_house,house_Apartment_or_flat_in_a_duplex,house_Apartment_in_fewer_than_five_storeys,house_Other_single-attached_house,house_Movable_dwelling,average_household_size,average_household_size_corrected,apartments_percentage,apartments_percentage_mapped
22,Humbermede,2156,0.171247021,1,0.249533036,"12,590","3,565",0.058339687,"1,830","3,275",375,"3,440",880,155,"1,085",145,65,35,"3,565",0.75993,0.76004,0.24007,51959,0.112106378,0.887893622,0.203,0.427350427,3635,3825,2110,1955,0.647288503,0.825898077,0.1137,0.3136,0.2245,0.09,0.0158,0.2394,0,0,3.07,0.805263158,0.5688,0.548431249
106,Humewood-Cedarvale,553,0.045816073,0.166434255,0.282993275,"12,070","7,682",0.153462258,530,320,295,710,"1,435",115,80,55,150,120,"10,125",0.27341,0.18947,0.72659,57140,0.141460153,0.858539847,0.161,0.307692308,1125,2225,1885,6060,0.296591412,0.21616604,0.282,0.2599,0.0404,0,0.0236,0.3956,0,0,2.17,0.331578947,0.6791,0.66456096
125,Ionview,669,0.059229748,0.25557637,0.206170182,"11,295","7,031",0.138421016,225,"3,730",600,"1,705","2,400",235,135,175,35,10,"3,660",0.7165,0.7091,0.2835,46955,0.083755425,0.916244575,0.214,0.458689459,2385,3260,2100,2600,0.545674239,0.649228597,0.1973,0.5571,0.0725,0.028,0.0735,0.0522,0.0193,0,2.63,0.573684211,0.6828,0.668456517
14,Islington-City Centre West,2467,0.065962567,0.300320091,0.226574219,"37,400","2,712",0.03863127,"1,330","3,525","1,875","3,055","1,675",680,490,530,"1,620",195,"27,195",0.35511,0.28528,0.64489,66537,0.194700343,0.805299657,0.143,0.256410256,4440,8415,6590,15135,0.371746674,0.346833138,0.2678,0.6388,0.0065,0.0336,0.0129,0.0388,0.0003,0,2.24,0.368421053,0.6905,0.676563487
90,Junction Area,678,0.0565,0.237435517,0.231291454,"12,000","5,442",0.101707447,490,525,885,550,615,30,395,35,70,115,"9,925",0.27209,0.18793,0.72791,60789,0.16213414,0.83786586,0.137,0.239316239,1695,2510,1935,5110,0.373777778,0.350364472,0.1227,0.1194,0.1625,0.0937,0.0846,0.4163,0.0017,0,2.33,0.415789474,0.6203,0.60265319
110,Keelesdale-Eglinton West,961,0.101962865,0.539564198,0.266955841,"9,425","6,467",0.125389894,910,915,160,"1,195",760,25,335,75,20,40,"6,350",0.41122,0.35108,0.58878,48667,0.093455032,0.906544968,0.157,0.296296296,3640,2675,1270,1105,0.726697353,0.963960585,0.399,0.1589,0.1016,0.0024,0.0944,0.2401,0,0,2.64,0.578947368,0.4934,0.469046115
124,Kennedy Park,1298,0.090642458,0.464333136,0.220573286,"14,320","4,770",0.086181003,250,"4,165","1,035","2,130","2,590",165,240,175,50,75,"5,215",0.67589,0.66147,0.32411,44226,0.068293844,0.931706156,0.237,0.524216524,2990,4410,2575,3025,0.569230769,0.690184658,0.2743,0.4309,0.0532,0.019,0.1033,0.1056,0.0122,0,2.6,0.557894737,0.6398,0.623183828
78,Kensington-Chinatown,836,0.051764706,0.205966578,0.185951363,"16,150","11,806",0.248746563,315,760,"6,075",880,445,300,585,195,330,220,"6,940",0.59284,0.56408,0.40716,40793,0.048843639,0.951156361,0.306,0.720797721,2850,4205,1855,6395,0.46096047,0.501942806,0.008,0.5294,0.0246,0.0686,0.028,0.335,0.0063,0,2,0.242105263,0.8924,0.889134555
6,Kingsview Village-The Westway,2025,0.114116653,0.62033359,0.220462453,"17,745","4,356",0.076615605,980,"3,630",410,"5,340",685,275,270,535,210,35,"8,835",0.58335,0.55295,0.41665,55454,0.131907854,0.868092146,0.229,0.501424501,4170,5505,2940,3720,0.592286501,0.730270016,0.2794,0.6114,0.0167,0.0405,0.0218,0.0283,0,0,2.82,0.673684211,0.6615,0.646030743
15,Kingsway South,242,0.031884058,0.073847452,0.253641638,"7,590","3,593",0.058986622,55,205,300,80,110,20,25,40,135,45,"8,060",0.11185,-0.00001,0.88815,131047,0.560191952,0.439808048,0.053,0,545,1290,975,4440,0.253103448,0.140556616,0.6444,0.2204,0.0195,0.0139,0.0084,0.0934,0,0,2.56,0.536842105,0.3222,0.288797642
114,Lambton Baby Point,265,0.042231076,0.142609747,0.226606729,"6,275","4,697",0.084494351,150,270,175,835,170,40,35,55,50,10,"6,030",0.2289,0.13727,0.7711,69525,0.21162933,0.78837067,0.168,0.327635328,855,1215,880,2950,0.350847458,0.310497159,0.4071,0.2244,0.1747,0.0593,0.0304,0.1074,0,0,2.56,0.536842105,0.3622,0.330911771
117,L'Amoreaux,2531,0.06770095,0.311872714,0.17224467,"37,385","6,144",0.117927035,415,"7,240","16,165","3,625","2,495",990,280,790,195,145,"9,945",0.76481,0.76576,0.23519,53644,0.121653012,0.878346988,0.218,0.47008547,8055,10555,6475,9780,0.533773125,0.628536979,0.2449,0.4493,0.0615,0.1605,0.0279,0.0552,0.001,0,2.89,0.710526316,0.5324,0.510107391
38,Lansing-Westgate,542,0.03970696,0.125835444,0.203892181,"13,650","3,038",0.046163444,240,"1,005","1,740",405,"1,045",185,90,975,875,70,"9,140",0.42042,0.36187,0.57958,70571,0.217555608,0.782444392,0.193,0.398860399,1050,2740,1780,7355,0.293230174,0.210322095,0.3574,0.5061,0.0046,0,0.0281,0.0994,0.0023,0,2.44,0.473684211,0.6336,0.616656138
105,Lawrence Park North,296,0.026252772,0.036424096,0.239157705,"11,275","6,407",0.124003604,100,355,"1,195",220,260,20,115,185,300,135,"11,455",0.20119,0.10477,0.79881,125667,0.529710711,0.470289289,0.069,0.045584046,870,1745,1135,7000,0.243255814,0.123435236,0.5733,0.0378,0.1631,0.0055,0.0341,0.1853,0,0,2.69,0.605263158,0.2572,0.220362182
103,Lawrence Park South,313,0.025498982,0.031414698,0.259955766,"12,275","4,685",0.084217093,110,315,865,240,295,30,45,245,125,60,"12,560",0.15648,0.05234,0.84352,127853,0.54209584,0.45790416,0.083,0.085470085,945,1815,1115,7880,0.234793705,0.10872277,0.5953,0.161,0.0191,0.0061,0.04,0.1767,0.0009,0,2.63,0.573684211,0.3777,0.347230996
56,Leaside-Bennington,423,0.031685393,0.072527201,0.258862003,"13,350","3,596",0.059055937,140,450,"1,025",280,225,75,85,160,200,75,"13,710",0.1653,0.06268,0.8347,102666,0.399394908,0.600605092,0.074,0.05982906,1125,2350,1680,7665,0.271060842,0.171777858,0.5536,0.0815,0.1234,0.0116,0.007,0.2205,0,0,2.59,0.552631579,0.309,0.274899979
84,Little Portugal,699,0.05119004,0.202147569,0.228624805,"13,655","12,859",0.273075946,455,445,"1,435",640,190,55,325,85,180,120,"10,790",0.26698,0.18193,0.73302,59886,0.157018051,0.842981949,0.153,0.284900285,2385,2775,1990,5840,0.397228637,0.391136811,0.0363,0.3977,0.0619,0.0814,0.0323,0.3816,0.0061,0,2.03,0.257894737,0.8116,0.804064013
19,Long Branch,417,0.047793696,0.179576775,0.211623644,"8,725","4,584",0.081883505,255,330,200,470,410,55,125,105,15,20,"7,760",0.20369,0.10771,0.79631,52771,0.116706893,0.883293107,0.175,0.347578348,1320,2340,1800,2585,0.454940957,0.491477107,0.3074,0.2357,0.0166,0.0187,0.0478,0.3728,0.0021,0,2.09,0.289473684,0.6563,0.640555907
132,Malvern,3867,0.10774589,0.577995954,0.210355916,"35,890","4,948",0.090293662,770,"17,465","3,275","8,295","4,830",365,200,650,75,30,"4,580",0.88701,0.90907,0.11299,57528,0.143658429,0.856341571,0.178,0.356125356,7345,11575,6915,7230,0.57220626,0.695357932,0.259,0.2367,0.095,0.2639,0.0909,0.0488,0.0063,0,3.26,0.905263158,0.3764,0.345862287
29,Maple Leaf,1371,0.163799283,0.950505203,0.26502344,"8,370","4,012",0.068667545,645,985,140,790,"1,200",35,270,10,45,20,"5,565",0.42658,0.3691,0.57342,57721,0.144751901,0.855248099,0.146,0.264957265,2395,2380,1200,1580,0.632031767,0.799372277,0.4599,0.225,0.0492,0.0267,0.0577,0.1786,0,0.0014,2.77,0.647368421,0.4613,0.435249526
12,Markland Wood,405,0.044456641,0.157399994,0.256297654,"9,110","3,614",0.059471824,135,230,260,180,100,45,50,50,245,40,"9,060",0.12843,0.01944,0.87157,74376,0.239113438,0.760886562,0.085,0.091168091,1070,2255,1655,3525,0.390946502,0.38021451,0.413,0.4698,0.0012,0.0661,0.0093,0.0394,0.0012,0,2.43,0.468421053,0.5185,0.495472731
130,Milliken,1147,0.051239669,0.202477384,0.122411737,"22,385","2,830",0.04135764,35,"3,080","18,715","1,070","1,015",165,240,130,0,35,900,0.96455,1,0.03545,60262,0.159148338,0.840851662,0.201,0.421652422,6320,7115,3070,4635,0.635525071,0.805445835,0.5075,0.2563,0.0716,0.0794,0.0677,0.0124,0.0039,0,3.39,0.973684211,0.3364,0.303748158
17,Mimico (includes Humber Bay Shores),1855,0.062175297,0.275151354,0.219946634,"29,835","4,915",0.089531203,985,"1,865","1,635","1,730","1,145",340,405,335,515,200,"22,915",0.28547,0.20361,0.71453,64589,0.183663641,0.816336359,0.17,0.333333333,3570,6410,6080,11520,0.361856418,0.329637653,0.1269,0.6083,0.016,0.0515,0.02,0.177,0.0006,0,1.87,0.173684211,0.8053,0.797431038
135,Morningside,1464,0.102521008,0.543273402,0.235924488,"14,280","3,041",0.046232758,345,"5,155",880,"3,065","1,865",135,210,270,65,65,"4,290",0.73753,0.73377,0.26247,54746,0.127896568,0.872103432,0.222,0.481481481,2465,4345,3065,3220,0.520045819,0.604670291,0.3881,0.3626,0.0043,0.1566,0.0528,0.0349,0.0009,0.0009,2.92,0.726315789,0.4503,0.423668141
73,Moss Park,1167,0.068546256,0.317490292,0.217456017,"17,025","14,753",0.316836487,395,"1,315","1,435","2,590",425,260,340,280,175,105,"10,595",0.4086,0.34801,0.5914,41295,0.0516878,0.9483122,0.291,0.678062678,1680,3415,2510,8465,0.317050404,0.251736631,0.0056,0.7134,0.0117,0.0545,0.0095,0.2035,0.0026,0,1.6,0.031578947,0.9264,0.924931565
115,Mount Dennis,1329,0.122375691,0.675219974,0.269837176,"10,860","6,442",0.124812273,"1,380",510,310,"4,360",860,75,655,95,155,45,"4,255",0.66496,0.64866,0.33504,46811,0.08293957,0.91706043,0.228,0.498575499,2810,3385,1980,1650,0.630534351,0.796768827,0.1847,0.4826,0.029,0.0648,0.0406,0.2002,0.001,0,2.56,0.536842105,0.7234,0.711202358
2,Mount Olive-Silverstone-Jamestown,4007,0.155641872,0.896294193,0.200082569,"25,745","7,291",0.144428271,"1,085","11,095",285,"8,390",815,"2,650",590,"1,415",70,10,"4,375",0.85786,0.87488,0.14214,49934,0.100633421,0.899366579,0.246,0.54985755,7895,7785,3845,4450,0.654014599,0.837592259,0.1677,0.6246,0.0162,0.1054,0.0765,0.0091,0,0,3.32,0.936842105,0.7102,0.697304696
99,Mount Pleasant East,344,0.024963716,0.027857526,0.240984165,"13,780","5,411",0.100991197,285,680,990,470,405,60,50,245,240,145,"12,930",0.21636,0.12257,0.78364,84873,0.298585852,0.701414148,0.1,0.133903134,1015,2280,1865,7970,0.250952018,0.136816078,0.2903,0.3058,0.2177,0.0188,0.0242,0.1418,0.0007,0,2.25,0.373684211,0.4718,0.446304485
104,Mount Pleasant West,1290,0.048587571,0.184852563,0.192548241,"26,550","21,969",0.483560916,950,"1,895","1,515","1,185","1,055",410,115,"1,125",745,240,"19,200",0.32478,0.24971,0.67522,55802,0.133879503,0.866120497,0.196,0.407407407,1500,4475,4165,14915,0.238475354,0.115123792,0.0272,0.8453,0.0106,0.0114,0.0057,0.1003,0.0003,0,1.65,0.057894737,0.9513,0.95114761
18,New Toronto,588,0.060775194,0.265846809,0.238410206,"9,675","3,342",0.053187311,290,590,340,"1,250",405,95,105,30,50,65,"7,675",0.29555,0.21543,0.70445,44141,0.067812263,0.932187737,0.229,0.501424501,1610,2505,2015,2790,0.46132287,0.502572884,0.2893,0.2195,0.04,0.0484,0.0372,0.3656,0.0009,0,2.1,0.294736842,0.6223,0.604758897
50,Newtonbrook East,443,0.031744894,0.072922622,0.164972831,"13,955","3,926",0.06668053,165,745,"4,830",205,465,150,110,"2,320","1,920",70,"4,320",0.71765,0.71045,0.28235,61490,0.166105767,0.833894233,0.275,0.632478632,1485,3005,1815,6745,0.344061303,0.298698555,0.451,0.4232,0.0016,0.0049,0.0621,0.0539,0,0,2.54,0.526315789,0.5392,0.517266793
36,Newtonbrook West,2075,0.099615939,0.523967432,0.225449608,"20,830","5,070",0.093112451,360,"1,025","2,650",485,"4,355",105,185,"1,875","2,210",100,"9,805",0.57655,0.54497,0.42345,50150,0.101857203,0.898142797,0.263,0.598290598,2450,5515,3040,7920,0.420871863,0.432243601,0.2824,0.4911,0.0675,0.0614,0.0419,0.0552,0,0,2.64,0.578947368,0.5882,0.568856601
82,Niagara,1012,0.035640077,0.098808507,0.199990735,"28,395","10,156",0.210623599,"1,005","2,210","2,260","1,635",780,490,365,365,475,180,"19,765",0.33068,0.25663,0.66932,70862,0.219204315,0.780795685,0.128,0.213675214,1280,3805,4895,17025,0.188298463,0.027884808,0.0019,0.8335,0.0059,0.0458,0.0168,0.0943,0.0027,0,1.62,0.042105263,0.9446,0.944093493
68,North Riverdale,242,0.024871531,0.0272449,0.244156107,"9,730","6,770",0.132390656,130,405,"1,230",330,135,10,105,30,25,140,"8,875",0.22251,0.12978,0.77749,80260,0.272450171,0.727549829,0.115,0.176638177,1040,1850,1260,5185,0.309587574,0.238761539,0.1628,0.1399,0.2607,0.0719,0.0629,0.2917,0.008,0,2.33,0.415789474,0.4945,0.470204254
74,North St. James Town,1288,0.080174292,0.394765738,0.239194826,"16,065","44,321",1,615,"3,770",890,"2,115","2,800",395,270,380,325,85,"6,075",0.65717,0.63952,0.34283,32514,0.001937655,0.998062345,0.338,0.811965812,2040,3805,2650,6305,0.394932432,0.387144563,0.0005,0.9257,0,0.0105,0.0021,0.0602,0,0,1.92,0.2,0.988,0.989787324
121,Oakridge,1117,0.10385867,0.552162988,0.229815836,"10,755","7,444",0.14796331,145,"4,800",705,"2,500",675,125,125,600,30,25,"3,365",0.74303,0.74022,0.25697,33980,0.01024351,0.98975649,0.395,0.974358974,2270,3020,1715,2950,0.531391261,0.624395801,0.1989,0.6013,0.0265,0.0379,0.0833,0.0473,0.0028,0,2.57,0.542105263,0.7319,0.720151611
107,Oakwood Village,1257,0.070439899,0.330074714,0.267816206,"17,845","9,511",0.195720986,"1,325",625,880,"2,720","1,910",110,385,145,120,125,"11,910",0.412,0.352,0.588,49838,0.100089517,0.899910483,0.169,0.33048433,4450,4175,2705,5080,0.52559415,0.614316778,0.3214,0.1754,0.1449,0.0023,0.0788,0.2749,0.0012,0,2.42,0.463157895,0.5291,0.506632975
54,O'Connor-Parkview,887,0.057616109,0.244852747,0.249995728,"15,395","3,780",0.063307225,340,"1,730",635,"1,865","1,120",155,100,435,100,145,"11,520",0.36511,0.29701,0.63489,54491,0.126451825,0.873548175,0.212,0.452991453,2905,4240,2985,3970,0.506737589,0.581532219,0.4056,0.3206,0.0174,0.0194,0.0382,0.1988,0,0,2.48,0.494736842,0.5576,0.536639292
58,Old East York,386,0.049870801,0.193380415,0.275184789,"7,740","3,997",0.068320972,110,295,745,265,430,30,190,100,55,65,"6,750",0.25291,0.16542,0.74709,72230,0.226954935,0.773045065,0.13,0.219373219,1340,1930,1380,2435,0.461538462,0.502947718,0.5858,0.1372,0.0449,0,0.1121,0.1201,0.0013,0,2.43,0.468421053,0.3694,0.338492314
80,Palmerston-Little Italy,383,0.030652261,0.065661404,0.25215809,"12,495","9,601",0.197800421,240,395,"1,135",330,95,55,85,75,200,125,"10,810",0.20192,0.10563,0.79808,59378,0.154139896,0.845860104,0.137,0.239316239,1795,2410,1545,6210,0.351588629,0.31178578,0.0561,0.049,0.1517,0.0466,0.0648,0.6145,0.0205,0,2.17,0.331578947,0.7283,0.716361339
45,Parkwoods-Donalda,1869,0.064693666,0.291887464,0.219469011,"28,890","4,691",0.084355722,"1,025","3,610","2,875","3,910","2,435","1,515",195,"1,600",580,225,"15,655",0.53442,0.49557,0.46558,59027,0.15215125,0.84784875,0.193,0.398860399,4140,7660,5295,9410,0.445199019,0.474539494,0.1919,0.5039,0.1018,0.1029,0.0094,0.089,0.0011,0,2.61,0.563157895,0.6023,0.583701832
23,Pelmo Park-Humberlea,1169,0.130250696,0.727554222,0.246675694,"8,975","2,547",0.034818974,820,750,230,"1,200",485,55,705,45,30,20,"6,035",0.41831,0.3594,0.58169,67412,0.199657794,0.800342206,0.107,0.153846154,2210,2635,1595,1595,0.602986932,0.748874093,0.4838,0.1442,0.1375,0.0701,0.0943,0.0647,0.0027,0,2.89,0.710526316,0.3032,0.26879343
67,Playter Estates-Danforth,270,0.041570439,0.138219408,0.257821435,"6,495","8,671",0.176312932,125,240,505,190,90,40,60,25,40,130,"6,085",0.1919,0.09388,0.8081,62185,0.170043399,0.829956601,0.137,0.239316239,635,1190,960,3380,0.296025953,0.215182916,0.1762,0.2587,0.1622,0.0168,0.0559,0.3273,0.0042,0,2.14,0.315789474,0.6419,0.62539482
46,Pleasant View,884,0.064267539,0.289055588,0.174007406,"13,755","5,273",0.097802731,145,"1,310","5,630",745,610,405,125,480,250,110,"5,660",0.63413,0.6125,0.36587,65197,0.187108361,0.812891639,0.177,0.353276353,2355,3495,2205,4625,0.461356467,0.502631297,0.183,0.2672,0.327,0.0489,0.0199,0.1495,0.0036,0,2.86,0.694736842,0.4366,0.409244051
10,Princess-Rosethorn,384,0.041401617,0.137097482,0.236460477,"9,275","2,138",0.0253691,165,590,500,160,90,20,75,85,220,55,"8,945",0.17973,0.07961,0.82027,114844,0.468391293,0.531608707,0.072,0.054131054,955,2005,1285,4480,0.339255014,0.290342204,0.8536,0.114,0.0013,0.0104,0.0142,0.0039,0.0026,0,2.86,0.694736842,0.1321,0.088650242
72,Regent Park,586,0.064787175,0.292508888,0.209671942,"9,045","16,880",0.365980453,285,"2,770","1,350","1,465",305,250,390,175,75,30,"3,205",0.68883,0.67666,0.31117,32172,0,1,0.373,0.911680912,1870,2335,1220,3085,0.494124559,0.559602844,0.001,0.7319,0.0101,0.1018,0.002,0.1482,0.005,0,2.15,0.321052632,0.8821,0.878290166
4,Rexdale-Kipling,853,0.097765043,0.511667091,0.310169194,"8,725","4,229",0.073681292,850,"1,420",165,"1,470",515,110,170,215,10,35,"4,990",0.49849,0.45343,0.50151,56545,0.138089087,0.861910913,0.172,0.339031339,1960,2675,1625,1620,0.58819797,0.723161577,0.461,0.1195,0.0078,0.1117,0.1247,0.174,0,0,2.69,0.605263158,0.4182,0.389871552
111,Rockcliffe-Smythe,1992,0.10632506,0.568553665,0.243174546,"18,735","4,414",0.077955685,"2,200",990,465,"3,400",785,145,"1,285",85,55,90,"12,000",0.44186,0.38702,0.55814,49695,0.099279328,0.900720672,0.203,0.427350427,5695,5470,3015,2700,0.661433649,0.850491234,0.305,0.3596,0.1164,0.0265,0.0513,0.1407,0,0,2.45,0.478947368,0.5516,0.530322173
86,Roncesvalles,450,0.035785288,0.099773523,0.230506747,"12,575","9,851",0.203576627,290,835,560,770,300,60,315,30,70,95,"11,080",0.23082,0.13952,0.76918,52154,0.113211182,0.886788818,0.182,0.367521368,1800,2725,1815,5490,0.382502113,0.365532853,0.098,0.2496,0.1444,0.0464,0.0624,0.394,0.0029,0.0029,2.16,0.326315789,0.706,0.692882712
98,Rosedale-Moore Park,456,0.025333333,0.030313858,0.229746017,"18,000","4,500",0.0799427,270,605,"1,150",395,210,155,45,235,300,135,"16,880",0.17174,0.07023,0.82826,88855,0.321146503,0.678853497,0.119,0.188034188,1045,2870,1795,11425,0.22847972,0.097745095,0.2439,0.4968,0.0483,0.0259,0.0343,0.1498,0.0005,0,2.05,0.268421053,0.6809,0.666456096
131,Rouge,3741,0.098163212,0.514313169,0.203813424,"38,110","1,260",0.005083062,495,"20,175","2,100","6,525","4,095",395,295,535,65,105,"8,750",0.79901,0.80587,0.20099,81553,0.279775867,0.720224133,0.084,0.088319088,6580,11740,7740,9195,0.519642604,0.603969249,0.5697,0.0758,0.0855,0.1386,0.0874,0.043,0.0015,0,3.44,1,0.2062,0.166666667
89,Runnymede-Bloor West Village,201,0.025046729,0.028409198,0.225805285,"8,025","6,333",0.122293847,120,245,365,215,145,20,50,25,115,135,"8,465",0.14495,0.03882,0.85505,91230,0.334602441,0.665397559,0.07,0.048433048,960,1385,1140,4165,0.306535948,0.233455895,0.5301,0,0.199,0.0131,0.0628,0.1924,0.0026,0,2.64,0.578947368,0.2552,0.218256475
28,Rustic,756,0.096613419,0.504013842,0.253763407,"7,825","4,734",0.085349229,735,420,135,"3,455",355,45,260,30,0,0,"3,945",0.57942,0.54835,0.42058,43976,0.066877429,0.933122571,0.274,0.62962963,2550,2420,1285,800,0.704464918,0.925306635,0.3151,0.5384,0.0575,0.0014,0.0233,0.0658,0,0,2.67,0.594736842,0.6275,0.610233733
139,Scarborough Village,1841,0.140749235,0.797323467,0.232797965,"13,080","5,395",0.10062152,280,"5,520",390,"3,330",950,140,70,570,20,20,"4,370",0.72095,0.71431,0.27905,42131,0.05642429,0.94357571,0.29,0.675213675,2955,3785,2305,2935,0.562604341,0.678663759,0.1867,0.6723,0.0051,0.0456,0.0287,0.06,0,0,2.77,0.647368421,0.761,0.75078964
85,South Parkdale,1432,0.077092867,0.374287775,0.28203728,"18,575","9,583",0.197384534,515,"1,830",680,"2,105","1,505",165,680,145,100,60,"10,730",0.42047,0.36193,0.57953,35601,0.019427542,0.980572458,0.285,0.660968661,3050,4520,3630,5900,0.442690058,0.470177343,0.0176,0.6295,0.0132,0.0312,0.0184,0.288,0.0004,0.0004,1.81,0.142105263,0.9359,0.93493367
70,South Riverdale,875,0.037821483,0.113305291,0.254803845,"23,135","3,136",0.048427717,310,"1,170","5,800","1,380",565,160,650,130,165,175,"15,815",0.39913,0.3369,0.60087,65076,0.186422817,0.813577183,0.168,0.327635328,4050,4820,3700,9420,0.403365166,0.401805955,0.0716,0.1801,0.1979,0.1375,0.0567,0.3474,0.007,0,2.24,0.368421053,0.5842,0.564645188
40,St.Andrew-Windfields,502,0.033366567,0.083699636,0.1858262,"15,045","2,430",0.032115709,305,"1,075","3,845",660,395,185,70,"1,120",820,145,"8,735",0.49669,0.45132,0.50331,94271,0.351831707,0.648168293,0.167,0.324786325,1440,3135,1815,7770,0.32309322,0.262242845,0.5051,0.2716,0.0272,0.084,0.0187,0.0926,0.0008,0,2.75,0.636842105,0.3829,0.352705833
116,Steeles,1217,0.057595835,0.244718014,0.112418508,"21,130","5,436",0.101568818,30,"1,560","17,755",595,595,515,170,110,120,60,"2,200",0.90721,0.93276,0.09279,60946,0.163023648,0.836976352,0.192,0.396011396,4975,6235,2865,5810,0.563741514,0.680640881,0.477,0.3476,0.0237,0.0711,0.0455,0.0365,0,0.0006,3.11,0.826315789,0.4296,0.401874079
16,Stonegate-Queensway,894,0.042887983,0.146975297,0.232882644,"20,845","3,199",0.049883321,400,925,565,585,510,110,275,175,230,150,"20,310",0.16196,0.05876,0.83804,78238,0.26099421,0.73900579,0.116,0.179487179,2720,4565,3630,8490,0.375418707,0.353217438,0.5581,0.0998,0.0096,0.0424,0.0236,0.2665,0.0005,0,2.4,0.452631579,0.3899,0.360075805
118,Tam O'Shanter-Sullivan,1525,0.065888961,0.299830934,0.193042194,"23,145","5,073",0.093181766,360,"4,690","8,665","1,860","2,145",570,165,425,255,175,"6,705",0.74226,0.73932,0.25774,49720,0.09942097,0.90057903,0.217,0.467236467,4460,6350,3690,6895,0.505258238,0.578960177,0.3062,0.4831,0.0164,0.0915,0.0666,0.0338,0.003,0,2.69,0.605263158,0.5835,0.563908191
61,Taylor-Massey,1044,0.083320032,0.415671114,0.248588131,"12,530","15,528",0.334742728,215,"5,975",675,"1,535",670,115,175,260,160,55,"5,125",0.65742,0.63981,0.34258,40915,0.049534849,0.950465151,0.308,0.726495726,2030,3065,2050,4535,0.436215753,0.45892093,0.0956,0.7713,0.0311,0.0295,0.0311,0.0382,0.004,0,2.47,0.489473684,0.8406,0.834596757
63,The Beaches,366,0.02077185,0,0.230739274,"17,620","6,058",0.11594002,215,645,615,345,230,90,160,55,115,110,"18,465",0.12259,0.0126,0.87741,85028,0.299464029,0.700535971,0.1,0.133903134,1455,3420,2680,9235,0.2903514,0.205316975,0.2748,0.0679,0.1538,0.0361,0.0493,0.4164,0.0016,0,2.27,0.384210526,0.5336,0.511370815
3,Thistletown-Beaumond Heights,1226,0.145952381,0.83190157,0.2110198,"8,400","3,130",0.048289088,660,"2,555",110,"1,645",305,380,120,250,40,15,"3,615",0.62713,0.60429,0.37287,62042,0.16923321,0.83076679,0.164,0.316239316,2075,2340,1440,1690,0.585155732,0.717872256,0.4802,0.2073,0.0915,0.0152,0.1143,0.0899,0.0015,0,3.09,0.815789474,0.4115,0.382817435
55,Thorncliffe Park,2018,0.132327869,0.741358314,0.207245158,"15,250","6,787",0.132783438,305,"9,845",435,"1,115","1,505",685,95,"1,795",130,20,"4,345",0.7857,0.79025,0.2143,40795,0.04885497,0.95114503,0.404,1,3195,4015,2070,5075,0.50226402,0.573754343,0,0.9341,0,0.0119,0,0.0526,0,0,2.93,0.731578947,0.9867,0.988418614
81,Trinity-Bellwoods,574,0.039627201,0.125305397,0.25205393,"14,485","9,570",0.197084171,190,280,"3,225",320,140,65,165,50,65,80,"11,410",0.28643,0.20474,0.71357,56368,0.137086265,0.862913735,0.151,0.279202279,3115,3275,1740,5745,0.460540541,0.501212704,0.0558,0.0427,0.1035,0.1289,0.1267,0.4902,0.0529,0,2.35,0.426315789,0.6596,0.644030322
79,University,338,0.054781199,0.226013028,0.239713416,"6,170","5,395",0.10062152,120,395,835,180,140,40,80,40,165,105,"4,470",0.31963,0.24368,0.68037,51222,0.107930788,0.892069212,0.245,0.547008547,520,1190,600,3515,0.293562232,0.21089942,0.0368,0.3309,0.0632,0.0838,0.0544,0.4147,0.0147,0,1.97,0.226315789,0.8,0.791850916
43,Victoria Village,1301,0.089415808,0.456181293,0.251113357,"14,550","3,710",0.061689887,430,"2,985",730,"2,075","1,240","1,070",95,720,160,75,"7,035",0.57659,0.54502,0.42341,47529,0.087007513,0.912992487,0.236,0.521367521,2930,3780,2930,3760,0.500746269,0.571115538,0.1686,0.4363,0.0411,0.0492,0.0243,0.2778,0.002,0,2.32,0.410526316,0.7384,0.726995157
77,Waterfront Communities-The Island,2254,0.036360703,0.10359751,0.172950785,"61,990","8,943",0.182597445,"1,405","6,735","9,020","3,650","1,380","1,440",675,"1,300","1,055",555,"36,715",0.4257,0.36807,0.5743,69107,0.209261085,0.790738915,0.156,0.293447293,1900,8340,7470,41735,0.172260072,5.84E-10,0.0063,0.9633,0.001,0.0137,0.002,0.0131,0.0005,0,1.61,0.036842105,0.9784,0.979679933
